voltage_v,current_a,temperature_c,ambient_temp_c,internal_resistance,cycle_count,battery_age_days,charge_rate_c,discharge_rate_c,time_since_charge_h,humidity_pct,battery_capacity_ah,soc_percent
3.9078,-8.335,31.3,23.4,0.06547,316,273,0.2,3.0,0.221,45.9,60,51.39
3.3572,4.218,39.73,38.24,0.07602,634,535,1.5,0.5,4.824,75.9,75,20.26
3.7777,-22.406,44.87,39.59,0.04478,8,0,1.5,1.5,0.266,46.6,75,44.05
3.2388,-11.553,33.65,27.09,0.09601,773,598,1.0,1.0,3.217,59.2,75,12.08
3.1628,25.036,30.72,24.39,0.10617,1096,867,1.0,0.2,3.782,80.2,60,14.83
3.4323,-17.315,52.18,46.08,0.11142,1382,1090,0.5,2.0,0.625,57.4,100,24.3
3.467,0.143,40.57,33.77,0.06086,222,182,1.0,0.5,7.614,56.1,60,24.79
3.9132,-20.945,35.59,30.05,0.12124,1439,1112,1.0,0.5,3.366,57.6,60,42.85
3.5521,5.069,39.52,38.91,0.06726,552,419,0.5,0.2,0.673,79.3,60,33.24
3.0975,8.441,36.94,30.42,0.12139,1393,1145,1.0,0.5,7.89,36.0,50,7.61
3.7608,10.862,29.81,23.96,0.09051,715,553,0.2,1.0,6.967,86.8,50,46.11
3.5631,7.02,29.29,28.64,0.11224,1287,1054,0.5,0.5,4.443,56.6,75,34.05
3.398,21.403,45.45,36.31,0.11559,1341,1079,1.0,1.0,2.08,54.9,60,21.59
3.9627,-8.31,18.66,12.06,0.10256,1107,849,1.0,1.5,2.726,47.8,60,49.45
3.1853,-15.874,26.55,25.7,0.11898,1341,1085,1.0,3.0,4.862,43.0,50,7.83
4.0959,-8.808,41.61,39.06,0.05425,110,85,1.0,1.5,1.429,24.9,75,59.64
3.4009,-20.193,27.21,23.91,0.06145,250,190,0.2,0.5,3.62,78.3,60,21.43
3.5531,1.182,43.67,40.37,0.06505,382,310,2.0,0.5,3.892,26.8,60,29.38
4.1151,-2.094,45.2,39.32,0.06051,6,14,1.0,1.0,1.005,59.2,100,59.69
3.9135,7.163,29.55,27.48,0.0716,458,380,1.5,2.0,0.551,53.4,60,52.79
3.0892,-24.244,31.84,23.45,0.10885,1107,909,1.5,1.0,0.72,64.4,60,0.0
3.694,-0.195,33.84,25.7,0.06168,207,173,0.5,1.0,0.086,30.1,50,39.05
3.3724,18.217,56.17,49.32,0.08215,899,691,1.5,0.5,5.563,47.6,60,21.03
3.6102,8.583,48.13,43.0,0.1188,1413,1120,2.0,1.0,6.632,67.1,60,30.22
3.8916,-28.433,36.82,29.0,0.11109,1337,1128,0.2,0.5,6.43,62.8,100,44.42
3.5954,-0.176,27.31,23.13,0.05593,21,31,0.2,1.0,10.636,50.0,60,33.67
3.0852,-10.992,31.76,28.94,0.06412,409,374,2.0,1.5,0.354,61.5,100,3.26
3.636,0.193,38.52,29.95,0.09717,894,743,0.5,2.0,10.676,85.8,75,34.02
3.029,-5.71,24.01,18.05,0.08068,514,416,1.5,1.5,2.787,76.3,50,3.61
3.4181,26.089,31.59,28.64,0.1089,1150,926,0.2,1.5,1.999,74.6,100,33.58
3.5736,1.286,42.33,38.58,0.09042,808,645,1.0,0.5,0.612,68.2,50,30.55
3.7736,4.751,16.4,13.61,0.09167,873,663,1.0,1.0,2.641,62.7,50,42.73
3.6074,-0.661,45.68,34.61,0.05003,13,10,1.5,0.5,4.579,49.7,60,31.52
3.1823,7.117,44.01,39.0,0.0918,970,800,1.0,0.2,0.373,60.8,60,12.46
4.1187,-3.253,28.99,23.52,0.09974,977,769,0.2,2.0,15.23,89.5,50,58.68
3.7804,11.603,48.72,41.55,0.10591,1013,818,0.5,0.2,9.945,73.8,60,42.5
3.3804,-5.879,23.83,22.48,0.09739,1035,845,0.5,0.2,8.73,54.6,100,22.29
4.1591,20.647,39.82,31.53,0.05439,86,50,1.0,0.2,2.108,28.6,60,65.52
4.0591,7.447,28.72,25.55,0.09488,908,717,0.5,0.2,7.751,71.4,50,58.24
3.1722,-2.288,36.03,25.54,0.11776,1324,1038,0.5,0.2,0.536,74.0,100,11.85
3.7865,12.631,27.12,23.06,0.11062,1266,996,1.0,1.0,9.666,51.9,50,46.1
3.6721,7.395,41.7,33.59,0.04851,121,71,0.5,2.0,7.715,50.0,60,39.73
3.2314,12.41,32.3,34.79,0.1029,1170,917,1.5,1.5,3.539,30.8,60,17.82
3.2802,1.286,28.96,27.48,0.07586,749,627,0.5,1.0,4.343,78.8,75,18.26
3.6765,-3.618,21.24,17.12,0.12283,1379,1084,1.0,1.5,1.728,53.8,75,34.61
3.3855,2.029,30.13,31.23,0.08619,684,549,1.5,1.0,11.891,63.9,75,24.12
4.0018,-7.506,38.18,31.38,0.06533,308,236,1.5,2.0,0.276,43.5,75,54.23
3.1173,14.69,32.21,26.27,0.08121,694,578,1.0,1.0,8.866,38.3,75,13.51
4.0968,22.038,44.97,42.94,0.06354,287,255,0.5,0.2,1.212,82.4,50,63.67
4.0087,8.686,20.44,15.49,0.06516,306,262,1.0,1.5,6.541,54.2,100,55.16
3.8863,21.272,17.68,10.26,0.09304,913,736,1.5,1.5,0.203,48.7,60,54.21
3.3151,16.903,20.84,22.15,0.08063,661,524,0.5,0.5,1.12,100.0,75,26.63
3.8579,-4.024,34.86,33.68,0.08395,548,414,0.2,0.5,0.882,74.8,60,45.09
3.5265,12.537,23.55,19.55,0.1125,1375,1138,1.0,1.0,15.315,49.2,100,32.66
3.7605,-19.244,25.22,20.15,0.07051,311,233,1.0,1.0,0.942,71.1,60,39.83
3.3751,2.791,40.43,35.61,0.08552,872,710,0.5,2.0,1.855,35.9,50,21.46
4.003,-17.735,39.37,31.7,0.11214,1082,886,0.5,1.0,1.416,55.2,100,47.71
3.0487,-1.645,37.45,31.02,0.0842,923,727,0.2,1.0,17.051,47.4,50,1.57
3.8298,-21.595,41.34,34.25,0.09003,754,623,0.2,0.5,3.827,66.3,60,35.21
3.9944,16.415,25.43,24.6,0.04841,34,42,1.5,2.0,1.783,84.9,50,60.3
3.7757,-5.923,30.4,24.97,0.07136,444,389,0.5,0.5,9.54,34.6,50,44.67
3.2304,13.595,38.56,34.48,0.05392,92,64,0.2,1.0,4.913,87.9,50,19.49
3.342,-1.133,26.63,17.24,0.11453,1230,958,2.0,1.0,4.863,71.2,100,20.33
3.6179,-27.663,16.38,10.86,0.05779,352,271,0.5,0.5,2.665,45.0,60,28.6
3.3953,-7.262,27.53,24.53,0.09495,902,725,0.5,0.5,2.755,45.3,60,20.62
3.0059,-7.961,43.0,35.45,0.11868,1355,1085,2.0,1.0,5.248,49.3,75,0.0
3.0488,-0.222,36.73,30.04,0.08974,861,680,0.2,0.5,0.041,47.0,75,4.11
3.9213,22.621,37.39,34.86,0.05734,158,88,2.0,0.2,2.3,47.5,75,58.79
3.1004,25.104,15.82,11.87,0.09448,956,774,1.0,1.5,15.904,32.8,75,13.89
4.1136,-3.468,34.53,30.52,0.05392,23,57,0.5,0.5,4.242,57.1,75,62.6
3.5313,-18.904,41.91,33.23,0.07197,403,331,1.0,1.0,1.905,71.2,75,28.18
3.9098,-11.162,22.8,17.19,0.09128,804,655,1.0,1.0,0.746,51.4,75,50.0
3.1506,7.194,42.08,34.9,0.07906,515,423,1.5,1.5,1.777,64.5,60,13.09
4.1118,-1.624,30.63,27.11,0.09279,731,592,0.2,0.2,2.615,76.9,50,61.56
3.0406,-23.63,56.0,50.0,0.11439,1387,1128,1.5,1.0,3.985,37.6,50,0.0
3.0506,-7.554,19.49,10.58,0.13136,1405,1131,2.0,0.5,16.33,50.0,75,0.0
3.0655,19.674,42.87,38.95,0.07852,531,418,0.5,2.0,2.742,37.4,50,10.32
3.1241,4.384,30.19,24.85,0.09524,955,748,0.2,1.0,1.808,39.0,50,12.15
3.5842,0.709,15.97,15.06,0.06905,151,115,0.2,0.2,1.171,80.4,100,37.76
3.9459,-5.832,26.49,23.78,0.09522,946,763,0.5,0.5,5.811,52.4,60,48.31
3.3419,-6.899,34.22,30.22,0.07429,607,479,0.2,0.2,2.493,66.9,100,21.18
3.8949,8.159,38.12,36.3,0.0684,419,341,0.5,1.5,5.166,62.5,75,49.41
3.9289,2.131,50.74,41.78,0.11086,1273,1027,1.0,1.0,1.334,70.6,60,47.74
4.0899,11.565,41.86,39.38,0.11242,1140,928,0.5,0.2,1.856,62.2,50,60.47
3.1792,8.2,27.64,20.28,0.09269,865,717,1.5,0.2,12.469,61.6,75,10.85
3.1626,0.296,42.6,37.04,0.07935,577,463,0.5,3.0,1.063,37.8,100,13.64
3.1465,5.763,36.22,31.13,0.06702,334,241,0.2,2.0,1.534,60.5,50,11.01
3.4312,-8.888,32.22,22.76,0.12788,1441,1145,0.2,0.5,2.844,60.4,75,18.45
3.5873,-0.723,24.52,26.3,0.09494,931,745,1.0,1.0,2.985,45.9,60,35.95
3.5539,20.114,26.73,22.32,0.06367,294,198,1.0,1.0,0.275,29.0,100,43.1
3.3085,0.161,30.06,28.3,0.08426,754,630,1.0,1.0,14.231,63.7,75,18.69
3.7464,-3.258,21.28,22.16,0.1176,1394,1118,0.5,0.5,1.442,78.4,60,37.74
3.4059,3.157,21.19,19.78,0.06188,185,155,1.5,0.5,0.221,33.5,75,27.85
3.4393,-17.484,36.88,31.83,0.11709,1269,1042,0.2,0.5,1.177,57.5,60,17.92
3.1266,3.313,35.85,33.03,0.0903,636,496,0.2,0.2,2.041,26.5,60,14.76
3.7107,25.441,34.19,26.5,0.11403,1291,1044,1.0,0.5,1.054,69.7,75,47.9
3.7863,-12.129,43.3,38.94,0.11168,1260,1005,1.0,0.2,0.673,77.8,100,40.14
3.9095,4.006,29.94,25.92,0.07844,529,419,0.5,1.0,2.829,58.5,75,52.09
4.0848,-0.352,29.62,25.58,0.04866,20,0,0.2,1.0,6.367,69.4,75,58.54
3.9192,-0.736,37.99,33.28,0.0923,910,761,0.2,0.5,4.881,61.0,50,46.89
3.2829,-1.007,30.69,26.94,0.09492,866,685,0.2,1.0,2.217,45.4,50,17.21
3.2828,10.715,31.12,28.68,0.08769,793,648,1.0,0.5,0.529,58.0,75,20.12
4.0981,-16.472,15.8,7.84,0.0535,99,41,1.0,0.2,12.395,59.6,50,57.5
3.9482,10.33,31.26,28.13,0.09058,751,624,1.0,0.2,1.642,57.8,75,58.3
3.9387,1.037,17.23,13.38,0.0754,477,402,1.5,1.0,0.435,65.6,60,51.92
3.8637,-26.441,24.52,18.23,0.12605,1321,1058,0.2,0.2,1.641,62.0,50,41.39
3.3206,5.698,23.27,17.32,0.10156,939,746,1.0,1.0,4.777,57.1,50,21.19
4.0169,1.709,21.98,19.66,0.07241,525,428,0.5,0.5,1.156,50.4,50,54.9
3.1715,-13.076,30.87,23.61,0.06465,333,312,1.0,2.0,0.808,67.5,75,14.2
3.42,2.409,30.72,24.11,0.04319,1,0,1.0,0.2,1.224,66.5,60,31.76
3.4158,-19.744,38.85,33.31,0.06384,374,314,1.0,0.5,3.209,62.7,50,20.8
3.6722,-10.271,33.49,29.78,0.07091,292,215,0.5,1.5,8.304,47.6,50,34.14
3.5561,0.555,16.57,12.79,0.09041,836,668,0.5,1.5,0.567,43.0,60,33.22
3.5518,-25.284,33.06,28.67,0.09327,1004,798,1.5,0.2,0.621,70.1,75,24.75
3.6643,-17.271,31.85,30.55,0.06786,552,433,1.5,0.5,2.238,46.6,60,35.56
3.4985,-15.028,30.25,25.37,0.05849,317,253,0.5,1.0,0.536,54.9,60,30.36
3.3,1.188,35.19,27.51,0.06499,380,281,1.0,1.0,15.482,36.7,60,16.55
3.7969,6.62,37.15,29.52,0.05067,13,30,0.2,1.5,8.436,66.6,60,47.34
3.9488,-13.392,37.97,34.12,0.07317,503,366,1.0,1.0,0.268,41.4,100,49.44
3.5748,-14.234,23.59,15.4,0.06499,230,194,1.0,1.5,9.495,40.6,50,32.72
3.7794,2.072,36.76,26.05,0.10067,1107,879,0.5,1.0,1.339,45.2,60,41.58
3.6424,1.667,44.12,40.07,0.06258,129,79,0.5,1.0,1.56,66.4,60,39.86
3.0708,-10.504,46.41,39.33,0.09117,837,673,1.0,1.0,1.653,56.8,60,7.37
3.5077,27.431,33.02,34.81,0.11069,1168,903,0.5,1.5,0.29,50.5,75,33.51
3.0118,2.766,33.52,32.29,0.0919,890,712,1.0,0.5,6.031,84.8,60,4.45
3.7943,-2.552,46.51,41.24,0.05643,27,0,0.5,0.5,0.806,67.8,100,47.53
3.6098,-5.791,45.32,43.34,0.04661,65,61,1.5,1.5,0.933,30.1,60,33.24
3.1522,15.132,38.08,26.97,0.10313,1186,930,0.2,1.5,5.855,46.9,50,12.92
3.6506,8.176,27.04,20.24,0.10775,1252,992,0.5,1.5,0.248,30.3,75,37.57
4.0781,-26.065,33.74,25.84,0.06888,260,213,0.2,0.2,1.638,52.8,50,49.62
3.4086,-10.437,54.91,50.0,0.12241,1472,1162,1.5,1.0,3.294,75.5,100,18.45
4.1788,-6.702,17.44,15.45,0.11761,1447,1156,0.5,1.0,0.492,63.7,75,61.04
4.1513,-0.179,27.68,24.24,0.07197,459,336,1.0,1.5,2.216,56.5,75,62.2
3.9424,9.407,22.46,16.7,0.06586,300,252,0.5,1.0,1.746,52.9,75,55.6
3.9766,-16.052,32.08,29.0,0.09051,918,769,0.2,1.0,1.553,64.8,75,48.66
3.4927,-1.191,25.39,18.38,0.1171,1326,1116,1.0,0.5,1.261,34.6,75,29.37
3.483,25.489,34.26,27.13,0.06362,286,230,0.5,1.5,1.657,58.2,60,37.59
4.1453,0.436,17.41,12.4,0.11837,1418,1150,1.5,2.0,1.99,62.5,60,59.85
3.4394,-10.414,32.46,32.94,0.09532,1033,790,0.5,1.0,0.549,40.9,60,20.4
3.1162,-20.013,47.92,37.78,0.08589,629,533,0.2,1.0,0.932,46.7,75,3.0
3.1832,-7.304,29.29,24.93,0.06111,269,230,0.2,0.5,9.654,89.5,50,11.49
3.8525,-16.181,40.05,26.92,0.06488,591,463,0.5,0.5,11.567,67.9,60,39.91
3.4596,-5.919,33.65,26.69,0.09393,843,699,0.5,1.0,19.641,34.4,50,23.49
3.2392,8.133,33.82,29.45,0.09495,861,683,0.5,0.5,2.605,48.7,100,21.26
3.9765,0.554,34.04,27.69,0.12386,1384,1098,0.5,1.0,0.583,59.6,75,53.02
3.5864,-7.2,33.09,34.14,0.11607,1280,1033,1.5,1.0,4.605,94.6,60,31.8
3.6812,-26.86,45.94,37.86,0.05729,132,84,0.2,1.0,11.048,73.4,50,29.8
3.1847,12.48,34.19,21.49,0.11252,1299,1059,1.5,0.5,0.126,76.3,50,12.76
3.2313,-5.287,24.26,25.53,0.09613,971,755,0.5,1.5,0.089,66.0,75,13.06
3.151,1.62,39.35,35.21,0.07898,512,388,1.5,0.2,3.793,45.2,60,10.65
3.6175,-13.676,21.31,16.63,0.06482,312,231,1.0,1.0,0.161,83.9,50,31.94
3.9308,-6.134,19.86,12.23,0.07156,575,475,0.2,1.5,1.988,72.8,60,53.67
3.8787,-8.699,41.13,29.81,0.09253,885,695,2.0,1.5,1.896,79.1,50,45.19
3.3135,-20.009,38.12,31.97,0.11508,1307,1018,0.2,2.0,0.417,85.5,60,10.23
4.0219,-13.619,33.65,22.22,0.09725,1144,903,0.5,0.2,5.48,83.3,60,49.19
3.1268,-0.221,28.88,23.37,0.11023,1130,903,2.0,1.5,0.461,59.8,100,10.05
3.1369,4.479,28.27,21.92,0.0843,686,525,0.5,1.0,1.28,64.1,100,13.14
4.0192,-10.259,27.05,21.06,0.10454,1227,958,1.0,0.5,5.197,62.9,50,49.85
3.2933,-18.04,42.21,33.55,0.05671,164,173,2.0,0.5,3.851,73.9,75,14.41
3.8497,-5.347,22.29,18.56,0.06469,304,225,1.0,0.2,2.559,65.0,100,48.11
3.0109,11.694,33.33,25.88,0.06248,155,117,1.0,1.0,0.201,62.2,60,9.61
3.1123,-14.087,22.06,20.76,0.12409,1390,1104,1.0,1.0,5.76,58.4,60,3.25
3.7311,0.193,20.5,16.36,0.08634,619,486,1.0,0.5,6.98,57.8,50,42.46
3.2189,-9.907,38.05,34.96,0.11558,1274,1031,1.5,1.0,0.431,64.5,60,9.94
3.0339,16.928,29.11,23.84,0.09453,956,783,1.0,0.2,17.133,79.5,50,6.49
3.5603,-7.599,33.56,29.51,0.06211,333,260,1.0,0.5,1.707,45.7,50,30.2
3.3966,9.93,24.33,15.94,0.0949,968,749,1.0,0.2,2.209,61.1,50,25.71
3.9627,15.226,24.43,22.06,0.07517,510,433,1.0,1.0,2.141,65.2,100,56.65
3.9826,23.122,33.85,34.05,0.11567,1316,1050,1.5,0.2,4.009,84.8,100,57.01
3.7373,-20.3,49.63,48.7,0.10729,1043,869,0.2,0.5,3.406,53.5,100,35.83
3.3516,-20.972,20.17,12.19,0.06278,281,179,0.5,0.5,3.291,48.3,100,18.51
3.554,17.478,28.48,26.39,0.07968,796,640,1.0,1.5,6.081,82.6,75,36.86
3.8427,15.022,37.49,31.3,0.09524,1024,857,0.2,1.0,10.523,67.6,75,49.45
3.0832,-9.254,27.19,23.07,0.05102,118,87,1.5,1.0,6.898,53.7,75,9.3
3.399,-48.555,42.27,34.8,0.09802,1058,841,1.5,0.5,5.105,75.8,100,9.91
3.9868,1.213,25.37,21.07,0.04582,197,163,0.5,1.0,0.208,31.9,60,58.3
3.4872,-22.762,42.52,29.23,0.08205,484,376,0.5,0.2,1.143,59.2,50,21.74
3.7496,-12.415,34.52,23.82,0.09319,1082,859,1.0,3.0,0.443,64.4,50,38.5
3.1156,2.718,41.81,37.76,0.08893,836,662,0.5,1.0,7.717,68.8,75,8.77
3.9325,4.735,26.23,22.59,0.11249,1184,934,1.5,2.0,4.224,47.6,50,47.05
3.1206,23.72,39.58,25.19,0.10335,1008,830,0.5,0.2,0.137,47.4,75,13.31
4.0338,-5.591,37.33,35.57,0.07715,690,561,1.5,1.0,5.139,83.1,100,55.24
3.1279,-14.645,24.61,19.78,0.11748,1229,988,0.5,1.0,1.644,60.2,50,7.86
4.0691,13.759,33.62,28.55,0.10706,1035,844,0.5,1.5,3.136,62.4,50,60.36
3.4365,5.656,18.41,13.42,0.07354,489,385,0.2,1.0,3.468,49.1,100,31.32
3.7494,-5.447,19.08,19.3,0.06389,275,204,2.0,0.2,0.708,46.2,60,41.88
4.0159,0.476,37.55,31.06,0.08003,692,541,0.5,0.5,2.035,51.5,60,52.9
3.0123,-5.671,22.16,20.07,0.06331,241,192,0.5,0.5,2.224,77.9,50,4.1
3.3188,10.381,32.95,23.64,0.11308,1239,970,0.2,0.5,3.817,50.7,100,20.32
4.09,25.319,32.58,31.94,0.11127,1274,1009,0.5,0.2,8.816,56.5,60,65.77
3.4658,-10.882,28.54,23.37,0.05948,125,89,0.2,0.2,3.82,84.2,75,31.37
3.8477,6.313,32.93,34.58,0.06246,216,215,0.5,1.0,4.604,92.0,60,46.78
3.168,-22.946,28.26,29.73,0.13252,1329,1007,1.5,1.5,4.37,38.0,60,5.64
3.814,-16.088,33.97,31.49,0.10589,1208,962,0.5,0.5,0.353,28.1,75,39.44
3.0878,8.438,40.83,37.93,0.10976,1062,884,0.2,1.0,1.425,49.3,60,7.26
3.8608,-1.056,39.96,30.56,0.10804,1246,999,0.5,1.5,2.055,45.3,60,44.89
3.3886,-16.637,45.19,40.31,0.11299,1207,980,0.2,1.0,2.351,67.2,60,14.53
3.559,0.131,44.17,35.29,0.0617,494,397,1.5,1.0,7.381,59.8,60,29.13
3.1995,13.184,27.67,23.81,0.06874,426,327,0.5,0.5,2.981,58.1,60,19.8
3.7534,-21.704,45.16,38.35,0.11241,1201,915,0.2,0.5,6.761,73.2,60,34.53
3.4051,26.198,32.93,30.11,0.0971,918,738,2.0,1.0,9.48,28.1,60,32.56
3.4601,8.595,27.46,24.84,0.11252,1451,1145,0.5,0.5,4.762,50.7,60,27.85
3.7826,8.894,29.76,30.23,0.11379,1317,1037,0.5,1.0,0.481,58.3,50,41.64
3.2146,-0.02,42.91,36.9,0.06488,150,110,1.5,1.5,0.897,75.5,60,16.71
4.0224,26.207,37.43,31.64,0.07429,383,341,1.0,3.0,7.043,59.1,75,60.78
3.8871,14.435,49.91,42.58,0.07015,307,293,0.5,2.0,3.319,66.2,60,50.29
3.6933,-5.514,42.34,36.69,0.12971,1359,1091,1.0,2.0,2.902,55.1,75,36.94
3.154,11.361,43.26,32.19,0.07853,745,586,0.5,2.0,13.873,59.4,60,13.48
3.8245,-10.997,25.32,19.79,0.09258,891,689,0.5,0.5,1.835,55.6,100,46.54
3.0217,-4.204,34.54,26.56,0.06886,374,308,1.5,2.0,0.167,56.5,60,8.63
3.9653,22.0,32.6,28.57,0.09789,1031,860,1.5,0.5,1.178,61.1,60,51.87
3.3646,5.814,35.85,33.57,0.11882,1364,1086,1.0,2.0,1.34,81.7,50,19.06
3.1407,9.923,40.25,33.1,0.0629,128,54,1.0,1.0,2.873,66.2,60,15.43
3.1974,17.544,34.09,29.36,0.10125,1014,824,0.2,1.5,0.029,56.9,50,16.6
4.1558,8.223,36.46,28.96,0.07238,668,554,1.0,3.0,17.779,68.2,75,63.62
3.9286,-12.168,39.82,33.76,0.12213,1375,1068,0.5,2.0,0.256,62.7,100,43.45
3.2854,24.919,23.75,21.13,0.11898,1381,1108,1.0,1.5,1.057,68.8,60,25.41
4.1562,7.742,49.79,41.56,0.0649,516,421,1.0,0.5,4.464,54.1,60,62.35
3.1681,8.802,14.01,11.62,0.05117,85,66,1.0,2.0,15.189,67.4,75,14.94
3.8802,0.838,46.52,39.64,0.10122,1198,942,0.2,0.5,2.868,67.7,60,40.86
3.7881,16.661,36.48,27.64,0.10936,1216,993,0.5,1.0,1.673,38.7,50,49.06
3.9858,28.724,39.87,36.02,0.06298,310,239,0.2,1.0,0.709,54.2,60,58.36
3.458,-5.63,39.38,30.91,0.09947,1142,883,0.2,1.0,9.347,57.4,75,19.56
3.4822,15.981,36.96,30.77,0.11331,1241,951,0.5,1.5,0.205,55.1,50,30.48
3.7495,0.516,39.99,32.43,0.06589,426,366,1.5,0.5,0.29,44.6,60,44.02
3.4778,-29.972,36.96,34.47,0.12847,1437,1161,1.0,1.0,0.264,22.9,100,18.99
3.0496,-21.061,31.01,25.37,0.05649,113,92,1.5,1.0,2.513,75.4,60,2.08
3.8756,6.364,37.05,36.28,0.1071,1168,925,1.0,1.0,10.705,27.5,100,46.18
3.7691,15.155,29.46,19.32,0.07137,302,231,0.2,1.0,3.246,89.7,100,50.29
3.5085,9.136,26.92,27.96,0.08845,743,572,0.2,0.2,1.752,56.5,75,31.89
3.3634,11.536,38.62,34.69,0.08108,587,460,0.2,0.5,1.09,50.0,60,27.04
3.3849,38.844,38.17,35.96,0.09897,986,746,1.0,2.0,2.89,36.7,100,30.52
3.8892,7.926,38.71,31.69,0.06563,344,260,0.5,2.0,2.33,35.1,100,49.1
3.875,-3.974,35.62,24.85,0.09267,813,644,0.2,1.0,0.392,46.6,75,49.96
3.9827,-1.9,42.14,35.17,0.09762,800,652,1.5,0.5,0.025,62.9,75,50.33
3.9146,24.525,36.53,22.65,0.0841,1024,818,0.5,0.2,3.616,81.2,100,56.27
3.9095,-19.038,42.88,42.01,0.11784,1170,951,1.0,2.0,7.819,36.8,50,41.24
3.3021,18.569,28.42,27.32,0.11046,1310,1074,0.5,2.0,3.755,65.4,60,20.48
3.1219,0.243,18.0,15.68,0.10476,1076,881,1.5,0.5,1.58,32.2,100,11.82
3.9141,-12.474,23.81,18.44,0.10776,1327,1071,1.0,1.0,0.665,46.4,100,46.5
3.1183,-21.752,30.27,28.35,0.11206,1092,873,0.5,2.0,5.374,67.5,100,3.27
4.1785,22.209,31.86,29.12,0.06109,360,268,1.5,0.2,4.845,44.7,75,69.7
4.0501,-12.86,50.62,43.76,0.11776,1243,1009,1.0,1.0,7.507,83.2,50,50.73
3.6402,0.935,20.97,19.69,0.09924,1009,840,1.5,2.0,16.267,71.3,75,34.55
3.4226,-14.621,29.92,28.32,0.08434,703,569,2.0,1.5,0.476,67.4,100,25.77
3.6322,29.488,23.33,19.52,0.0724,574,497,0.5,0.5,1.229,51.6,60,44.43
3.8812,1.473,28.15,24.06,0.1153,1184,916,0.5,3.0,1.685,47.0,60,46.35
3.9076,-20.196,49.5,41.47,0.10486,1112,866,1.0,0.5,3.086,53.1,60,40.86
3.0884,-6.432,21.21,18.91,0.08794,687,566,1.0,0.5,0.219,63.7,60,7.55
3.9658,20.897,35.54,32.7,0.07867,780,629,1.5,0.2,1.291,63.7,75,56.46
3.7698,-14.652,37.89,31.14,0.07474,584,493,0.2,0.2,6.322,47.7,50,39.0
3.0487,-5.421,35.21,27.81,0.08065,588,470,0.5,1.5,0.198,49.1,75,6.9
3.3758,17.807,41.44,32.16,0.10121,1182,928,1.0,0.5,6.812,36.8,75,22.51
3.6128,5.134,25.13,18.72,0.07621,488,386,0.5,2.0,0.817,94.2,60,39.82
3.2261,-18.292,46.64,41.25,0.09519,970,745,0.2,2.0,1.456,46.5,60,7.79
3.1863,3.35,50.12,43.4,0.11346,1347,1055,0.2,0.2,5.064,34.7,100,11.77
3.0171,-2.291,32.57,28.38,0.12276,1404,1142,0.2,1.0,5.786,22.7,75,0.39
4.0939,0.786,51.56,47.38,0.1071,1125,917,1.0,1.5,0.947,49.9,60,52.76
3.0673,14.198,24.49,24.81,0.06903,493,401,0.5,1.0,2.079,66.1,75,12.37
3.4392,3.609,38.88,31.2,0.05652,18,0,0.2,0.2,1.108,58.4,50,28.08
3.2469,-1.392,45.09,39.46,0.12638,1477,1174,1.0,0.5,2.88,57.2,50,10.26
3.8892,-2.129,31.66,24.33,0.05973,396,292,1.5,1.0,4.227,70.9,60,51.46
3.8486,16.152,13.5,16.95,0.09848,1000,823,0.5,1.0,1.259,68.8,60,47.14
3.9675,-10.805,19.96,15.11,0.11697,1302,1029,1.0,1.5,2.481,46.5,60,43.96
3.7402,-32.519,46.92,44.49,0.09194,850,658,0.2,0.2,3.07,63.9,75,30.78
3.71,-3.379,33.27,23.77,0.10278,1388,1110,1.5,1.0,2.172,61.0,75,37.77
3.4885,5.674,33.36,26.51,0.11802,1354,1070,2.0,1.5,2.886,51.1,75,27.05
3.7636,-6.245,24.8,19.1,0.12214,1367,1123,0.2,3.0,0.622,81.4,50,39.7
3.1382,-7.88,39.29,35.59,0.09064,821,642,1.0,0.2,0.165,48.3,50,5.87
3.8214,-5.464,27.94,21.75,0.07298,454,335,0.2,1.0,0.261,51.3,100,45.44
3.1247,-0.368,26.29,24.07,0.0913,724,536,2.0,0.2,14.422,52.9,75,10.71
4.0341,-19.474,35.1,30.4,0.09648,1088,869,0.5,0.5,0.307,73.9,60,50.79
3.6068,9.921,22.75,19.49,0.10863,1099,867,1.0,1.0,1.951,76.3,50,36.89
3.6364,-39.935,38.37,26.57,0.0872,710,539,1.0,0.5,6.274,80.3,50,25.27
3.7018,8.1,48.63,39.22,0.04898,142,137,0.5,1.0,7.605,71.6,50,40.06
3.9313,4.699,39.62,31.43,0.09929,916,746,0.5,0.2,1.25,58.5,60,49.61
3.5742,7.455,29.57,29.04,0.10038,827,661,0.2,2.0,4.087,74.4,50,35.12
3.5131,-28.926,37.31,29.72,0.08187,604,510,1.0,0.5,5.149,65.6,60,20.13
3.346,4.392,30.45,24.89,0.12757,1496,1210,1.0,0.5,9.903,58.1,50,20.57
3.1536,-8.138,52.64,43.97,0.11667,1440,1135,1.5,1.0,8.797,53.0,75,5.14
3.2284,24.033,27.47,21.5,0.06211,304,222,1.0,1.0,2.285,57.4,50,20.06
3.0006,5.426,34.67,29.69,0.08166,735,604,1.0,0.2,3.118,52.8,60,6.36
4.0433,-17.651,34.62,28.92,0.06648,290,239,0.2,1.5,6.456,66.2,75,54.58
